Department,year,AwardPounds
Insitute of Zoology,2018,501411.0
Inst for Cell and Molecular Biosciences,2015,6285872.0
Inst for Cell and Molecular Biosciences,2017,1603234.0
Inst for Cell and Molecular Biosciences,2018,3491862.0
Inst for Creative & Cultural Entrep ICCE,2017,566774.0
Inst for Molecular Plant Science,2014,94126.0
Inst for Molecular Plant Science,2017,98212.0
Inst for Primary Care and Health Sci,2017,172077.0
Inst for Primary Care and Health Sci,2018,517203.0
Inst for Risk and Disaster Reduction,2017,206504.0
Inst for Science and Tech in Medicine,2013,610579.0
Inst for Science and Tech in Medicine,2016,485980.0
Inst for Science and Tech in Medicine,2017,1146384.0
Inst for Science and Tech in Medicine,2018,476807.0
"Inst for Science, Innovation and Society",2014,1522411.0
"Inst for Science, Innovation and Society",2016,285849.0
"Inst for Science, Innovation and Society",2017,97785.0
"Inst for Science, Innovation and Society",2018,68923.0
Inst for Social and Economic Research,2013,31987749.0
Inst for Social and Economic Research,2014,4532510.0
Inst for Social and Economic Research,2015,2252302.0
Inst for Social and Economic Research,2016,30818349.0
Inst for Social and Economic Research,2018,16343877.0
Inst of Biological and Environmental Sci,2013,1545661.0
Inst of Biological and Environmental Sci,2015,2069474.0
Inst of Biological and Environmental Sci,2016,4104232.0
Inst of Biological and Environmental Sci,2017,2522922.0
Inst of Biological and Environmental Sci,2018,963806.0
Inst of Biomedical and Biomolecular Sc,2015,367548.0
Inst of Biomedical and Biomolecular Sc,2016,359671.0
Inst of Biomedical and Biomolecular Sc,2017,350640.0
Inst of Cardiovascular & Cell Science,2018,615802.0
Inst of Commonwealth Studies,2016,48579.0
Inst of English Studies,2013,782409.0
"Inst of Environment, Health & Societies",2016,595101.0
"Inst of Environment, Health & Societies",2018,878293.0
Inst of Geography and Earth Sciences,2014,578768.0
Inst of Geography and Earth Sciences,2015,119080.0
Inst of Geography and Earth Sciences,2016,122746.0
Inst of Geography and Earth Sciences,2017,455034.0
Inst of Geography and Earth Sciences,2018,94978.0
Inst of Health and Society,2013,2680117.0
Inst of Health and Society,2016,20000000.0
Inst of Health and Society,2018,224395.0
Inst of Materials & Manufacturing: BCAST,2015,10138665.0
Inst of Materials & Manufacturing: BCAST,2018,808713.0
Inst of Mathematical and Physical Sci,2015,72255.0
Inst of Mathematical and Physical Sci,2016,495150.0
Inst of Mathematical and Physical Sci,2017,74539.0
Inst of Mathematical and Physical Sci,2018,468705.0
Inst of Medical & Biomedical Education,2012,691729.0
Inst of Metabolism & Systems Research,2018,433986.0
Inst of Modern Languages Research,2017,37824.0
Inst of Molecular & Cellular Biology,2018,150443.0
Inst of Pharmacy and Biomedical Sci,2012,4348959.0
Inst of Pharmacy and Biomedical Sci,2016,2069438.0
Inst of Pharmacy and Biomedical Sci,2017,10330543.0
Inst of Pharmacy and Biomedical Sci,2018,2770369.0
Inst of Photonics,2016,729655.0
Inst of Photonics,2017,323298.0
Inst of Photonics,2018,476158.0
Inst of Psychiatry School Offices,2014,4062041.0
Inst of Psychiatry School Offices,2015,1000906.0
Inst of Psychiatry School Offices,2018,180882.0
Institute for Criminal Policy Research,2018,802720.0
Institute for Education,2017,1187771.0
Institute for Employment Research,2018,699679.0
Institute for Global Health,2014,4277232.0
Institute for Global Health,2015,892875.0
Institute for Global Health,2016,507551.0
Institute for Global Health,2017,6843262.0
Institute for Global Health,2018,395855.0
Institute for Peace and Security Studies,2017,250513.0
Institute for Security Science and Tech,2016,1243334.0
Institute for Security Science and Tech,2017,468058.0
Institute for Security Science and Tech,2018,659035.0
Institute for Social Research,2017,697241.0
Institute for Transport Studies,2016,605063.0
Institute for Transport Studies,2017,653010.0
Institute for Transport Studies,2018,677744.0
Institute of Ageing and Chronic Disease,2014,1232980.0
Institute of Ageing and Chronic Disease,2015,648125.0
Institute of Ageing and Chronic Disease,2016,752334.0
Institute of Ageing and Chronic Disease,2017,4063120.0
Institute of Ageing and Chronic Disease,2018,4715725.0
Institute of Applied Health Research,2018,672408.0
Institute of Applied Social Sciences,2017,666227.0
Institute of Applied Social Sciences,2018,161466.0
Institute of Aquaculture,2016,2285024.0
Institute of Aquaculture,2017,395142.0
Institute of Aquaculture,2018,1536332.0
Institute of Archaeology,2015,1605999.0
Institute of Archaeology,2016,628201.0
Institute of Archaeology,2017,958360.0
Institute of Archaeology,2018,825937.0
Institute of Astronomy,2013,389531.0
Institute of Astronomy,2014,1141187.0
Institute of Astronomy,2015,1779233.0
Institute of Astronomy,2016,3919993.0
Institute of Astronomy,2017,2767553.0
Institute of Astronomy,2018,4518265.0
Institute of Biomed & Clinical Science,2015,95042.0
Institute of Biomed & Clinical Science,2016,439937.0
Institute of Biomed & Clinical Science,2018,191614.0
Institute of Cancer and Genomic Sciences,2017,2337420.0
Institute of Cancer and Genomic Sciences,2018,8921213.0
Institute of Cardiovascular Science,2016,1002828.0
Institute of Cardiovascular Science,2018,1063758.0
Institute of Cellular Medicine,2014,2566800.0
Institute of Cellular Medicine,2015,1750927.0
Institute of Cellular Medicine,2016,1513690.0
Institute of Cellular Medicine,2017,4289875.0
Institute of Cellular Medicine,2018,1751736.0
Institute of Child Health,2011,1433672.0
Institute of Child Health,2012,1683940.0
Institute of Child Health,2013,2129370.0
Institute of Child Health,2014,1728121.0
Institute of Child Health,2015,3054958.0
Institute of Child Health,2016,5818767.0
Institute of Child Health,2017,2661856.0
Institute of Child Health,2018,5086385.0
Institute of Clinical Sciences,2016,1085564.0
Institute of Clinical Sciences,2017,610961.0
Institute of Clinical Sciences,2018,1033248.0
Institute of Clinical Trials Research,2016,250695.0
Institute of Clinical Trials Research,2018,254845.0
Institute of Cognitive Neuroscience,2013,816903.0
Institute of Cognitive Neuroscience,2015,523801.0
Institute of Cognitive Neuroscience,2017,660801.0
Institute of Cognitive Neuroscience,2018,1688524.0
Institute of Communications Systems,2017,1691881.0
Institute of Cosmology and Gravitation,2014,141734.0
Institute of Cosmology and Gravitation,2015,583747.0
Institute of Cosmology and Gravitation,2016,1636844.0
Institute of Cosmology and Gravitation,2017,185396.0
Institute of Cosmology and Gravitation,2018,366107.0
Institute of Criminal Justice Studies,2016,299354.0
Institute of Cultural Capital,2017,114140.0
Institute of Energy Futures,2016,1642829.0
Institute of Energy Futures,2017,736549.0
Institute of Genetic Medicine,2016,1414195.0
Institute of Genetic Medicine,2017,575250.0
Institute of Genetic Medicine,2018,4797761.0
Institute of Global Affairs,2017,4502332.0
Institute of Health Informatics,2017,1627525.0
Institute of Health Informatics,2018,939049.0
"Institute of Healthcare Management, SBS",2017,387784.0
Institute of Immunology & Immunotherapy,2016,39929.0
Institute of Immunology & Immunotherapy,2017,2035787.0
Institute of Immunology & Immunotherapy,2018,2575499.0
Institute of Infection & Immunity,2016,2220276.0
Institute of Infection & Immunity,2017,406651.0
Institute of Infection & Immunity,2018,396431.0
Institute of Infection and Global Health,2014,3755464.0
Institute of Infection and Global Health,2015,855798.0
Institute of Infection and Global Health,2016,2075559.0
Institute of Infection and Global Health,2017,12481920.0
Institute of Infection and Global Health,2018,4034664.0
Institute of Inflammation and Ageing,2017,849596.0
Institute of Integrative Biology,2014,820700.0
Institute of Integrative Biology,2015,2579239.0
Institute of Integrative Biology,2016,3929731.0
Institute of Integrative Biology,2017,3151650.0
Institute of Integrative Biology,2018,4473366.0
Institute of Life Science Medical School,2013,12729567.0
Institute of Life Science Medical School,2014,489268.0
Institute of Life Science Medical School,2015,201387.0
Institute of Life Science Medical School,2016,460385.0
Institute of Life Science Medical School,2018,5989142.0
Institute of Membrane & Systems Biology,2018,333810.0
Institute of Metabolic Science,2015,379944.0
Institute of Microbiology and Infection,2017,594012.0
Institute of Microbiology and Infection,2018,409345.0
Institute of Neurology,2013,254014.0
Institute of Neurology,2014,4804372.0
Institute of Neurology,2015,11484929.0
Institute of Neurology,2016,5455155.0
Institute of Neurology,2017,2947437.0
Institute of Neurology,2018,5256866.0
Institute of Neuroscience,2013,1594336.0
Institute of Neuroscience,2014,8609203.0
Institute of Neuroscience,2015,305969.0
Institute of Neuroscience,2016,646344.0
Institute of Neuroscience,2017,5527094.0
Institute of Neuroscience,2018,2056142.0
Institute of Ophthalmology,2014,1203813.0
Institute of Ophthalmology,2015,1925290.0
Institute of Ophthalmology,2016,9296793.0
Institute of Ophthalmology,2017,1437106.0
Institute of Ophthalmology,2018,1068464.0
Institute of Orthopaedics,2015,330051.0
Institute of Physics,2016,89180.0
Institute of Plant Biology,2018,151135.0
Institute of Psychology Health & Society,2015,1706127.0
Institute of Psychology Health & Society,2016,1557496.0
Institute of Psychology Health & Society,2017,1518238.0
Institute of Psychology Health & Society,2018,1623111.0
Institute of Public Health,2017,374317.0
Institute of Tourism Research,2018,53426.0
Institute of Translational Medicine,2014,2873539.0
Institute of Translational Medicine,2015,842427.0
Institute of Translational Medicine,2016,2974675.0
Institute of Translational Medicine,2017,2654142.0
Institute of Translational Medicine,2018,5416001.0
Institute of Zoology,2015,278806.0
Institute of Zoology,2016,371787.0
Institute of Zoology,2017,90000.0
Int Capital Market Association Ctr,2016,427662.0
Int Inst for Sign Lang and Deaf Studies,2017,436101.0
Intelligent systems - INSY,2018,40802.0
Interface Analysis Centre,2015,584265.0
Interface Analysis Centre,2016,505147.0
Interface Analysis Centre,2017,874923.0
Interface Analysis Centre,2018,261095.0
International Development,2016,2434692.0
International Development,2017,198273.0
International Development,2018,1829458.0
International Development (UK),2015,256463.0
International Development (UK),2016,1211945.0
International Development Institute,2016,48535.0
International Development Institute,2017,330318.0
International Politics,2017,35935.0
International Politics,2018,231019.0
International Public Health,2017,560268.0
International Relations,2017,151518.0
Irish Studies,2017,571076.0
Isaac Newton Institute (Math Science),2018,11570266.0
Jameel Poverty Action Lab (J-PAL) S Asia,2016,565728.0
Jeremiah Horrocks Institute,2015,361275.0
Jeremiah Horrocks Institute,2017,114174.0
Jeremiah Horrocks Institute,2018,1127155.0
John Hopkins University,2015,865561.0
Journalism Media and Cultural Studies,2018,5766915.0
Journalism Studies,2018,420749.0
Kennedy Institute,2017,1436699.0
Kennedy Institute,2018,1552608.0
Kennedy School of Government,2016,460928.0
Kensington Palace,2018,36110.0
Kent Law School,2016,510524.0
Kent Law School,2017,35882.0
Kent Law School,2018,92937.0
Kent Sch of Architecture,2016,144464.0
Kent Sch of Architecture,2017,328569.0
King's College London Central Offices,2014,923874.0
King's College London Central Offices,2015,923584.0
King's College London Central Offices,2016,1994762.0
King's College London Central Offices,2018,5052108.0
King's Policy Institutes,2014,446582.0
King's Policy Institutes,2017,490905.0
King's Policy Institutes,2018,30243.0
Krebs Institute for Biomolecular Researc,2013,1240417.0
Krebs Institute for Biomolecular Researc,2018,703187.0
LOCEAN,2015,271035.0
LSE Health,2017,742784.0
LSE Health and Social Care,2017,7075027.0
LSE Health and Social Care,2018,496426.0
LTHE (Lab of Hydro Transfers and Env),2015,188433.0
Lancaster Environment Centre,2013,1439495.0
Lancaster Environment Centre,2014,5929299.0
Lancaster Environment Centre,2015,1662409.0
Lancaster Environment Centre,2016,5265474.0
Lancaster Environment Centre,2017,8454134.0
Lancaster Environment Centre,2018,2968857.0
Lancaster Inst for the Contemporary Arts,2015,991633.0
Lancaster Inst for the Contemporary Arts,2016,1408800.0
Lancaster Inst for the Contemporary Arts,2017,675090.0
Lancaster Inst for the Contemporary Arts,2018,491922.0
Land Economy,2016,578903.0
Land Economy,2017,323419.0
Land Economy,2018,120255.0
Landscape Architecture,2016,1048904.0
Landscape Architecture,2018,291089.0
Language and Cognition,2014,346350.0
Language and Cognition,2018,753637.0
Language and Linguistic Science,2015,713767.0
Language and Linguistic Science,2016,673328.0
Language and Linguistic Science,2017,422536.0
Languages  Cultures  Art History & Music,2016,408657.0
Languages  Cultures  Art History & Music,2018,30778.0
Languages Cultures and Religions,2018,202130.0
Languages and Translation Studies,2017,202257.0
"Languages, Cultures, and Linguistics",2015,1022953.0
"Languages, Cultures, and Linguistics",2017,370823.0
Latin America and Caribbean Centre,2016,267247.0
Law,2013,2263996.0
Law,2014,1128144.0
Law,2015,1804461.0
Law,2016,1494584.0
Law,2017,1143867.0
Law,2018,1149674.0
Law Faculty,2014,179397.0
Law Faculty,2018,1208212.0
Law School,2017,216284.0
Law School,2018,21940.0
Lds Inst Genetics Health & Therapeutics,2017,498098.0
Learning and Leadership,2017,699239.0
Leeds University Business School (LUBS),2017,527577.0
Life Sciences,2013,2132031.0
Life Sciences,2014,537795.0
Life Sciences,2015,16869032.0
Life Sciences,2016,11879460.0
Life Sciences,2017,8952219.0
Life Sciences,2018,8998722.0
Lincoln School of Engineering,2018,96358.0
Linguistics,2015,464013.0
Linguistics,2016,3212709.0
Linguistics,2017,373465.0
Linguistics,2018,105400.0
Linguistics Philology and Phonetics,2018,752173.0
Linguistics and English Language,2014,99856.0
Linguistics and English Language,2016,797996.0
Linguistics and English Language,2018,1134285.0
"Literature, Drama and Creative Writing",2017,980532.0
Liverpool School of Tropical Medicine,2016,355368.0
Livestock Viral Diseases,2014,4449822.0
Livestock Viral Diseases,2015,1026787.0
Livestock Viral Diseases,2016,352625.0
Livestock Viral Diseases,2017,98212.0
Livestock Viral Diseases,2018,1255269.0
London Centre for Nanotechnology,2012,7624107.0
London Centre for Nanotechnology,2013,11101499.0
London Centre for Nanotechnology,2014,5004657.0
London Centre for Nanotechnology,2015,462798.0
London Centre for Nanotechnology,2016,14347552.0
London Centre for Nanotechnology,2017,1749356.0
London Centre for Nanotechnology,2018,5076221.0
London College of Fashion,2018,6260840.0
London College of Music,2018,72224.0
"London School of Film , Media and Design",2017,76568.0
"London School of Film , Media and Design",2018,103564.0
Loughborough Design School,2016,266639.0
Loughborough Design School,2017,44307.0
Loughborough Design School,2018,100699.0
Loughborough University in London,2017,408373.0
Lymphocyte Signalling and Development,2014,94126.0
Lymphocyte Signalling and Development,2015,190084.0
Lymphocyte Signalling and Development,2016,1263147.0
Lymphocyte Signalling and Development,2017,751761.0
MRC Biostatistics Unit,2017,1116955.0
MRC Biostatistics Unit,2018,752183.0
MRC Centre for Inflammation Research,2013,2012021.0
MRC Centre for Inflammation Research,2015,1976568.0
MRC Centre for Inflammation Research,2016,5530741.0
MRC Centre for Inflammation Research,2017,4688321.0
MRC Centre for Inflammation Research,2018,1731621.0
MRC Centre for Regenerative Medicine,2015,3065647.0
MRC Centre for Regenerative Medicine,2016,3226648.0
MRC Centre for Regenerative Medicine,2017,3306221.0
MRC Centre for Regenerative Medicine,2018,6063105.0
MRC Centre for Reproductive Health,2015,931563.0
MRC Centre for Reproductive Health,2016,3615436.0
MRC Centre for Reproductive Health,2017,1173288.0
MRC Centre for Reproductive Health,2018,1036066.0
MRC Centre for Virus Research,2016,221947.0
MRC Centre for Virus Research,2017,98212.0
MRC Centre for Virus Research,2018,1668924.0
MRC Clinical Trials Unit,2012,1187329.0
MRC Clinical Trials Unit,2014,8726652.0
MRC Clinical Trials Unit,2018,3457960.0
MRC Cognition and Brain Sciences Unit,2018,1722642.0
MRC Epidemiology Unit,2013,2727945.0
MRC Epidemiology Unit,2015,151970.0
MRC Epidemiology Unit,2017,1275911.0
MRC Human Genetics Unit,2015,922961.0
MRC Human Genetics Unit,2016,707663.0
MRC Human Genetics Unit,2017,442585.0
MRC Human Genetics Unit,2018,964161.0
MRC Laboratory of Molecular Cell Biology,2013,1612264.0
MRC Laboratory of Molecular Cell Biology,2014,1147187.0
MRC Laboratory of Molecular Cell Biology,2016,847521.0
MRC Laboratory of Molecular Cell Biology,2017,773495.0
MRC Laboratory of Molecular Cell Biology,2018,729212.0
MRC Mitochondrial Biology Unit,2015,95042.0
MRC Mitochondrial Biology Unit,2017,21968.0
MRC Mitochondrial Biology Unit,2018,98212.0
MRC Unit for Lifelong Health and Ageing,2017,811513.0
Mackintosh School of Architecture,2017,201786.0
Management,2016,391324.0
Management,2017,921629.0
Management,2018,3985563.0
Management Department,2017,10018.0
Management Department,2018,10081.0
Management School,2014,312257.0
Management School,2018,2223785.0
Management Science,2015,2262468.0
Management Science,2017,264933.0
"Management, Work and Organisation",2015,278009.0
Manchester Pharmacy School,2016,71208.0
Manchester Pharmacy School,2017,505513.0
Manchester Pharmacy School,2018,534726.0
Marine Biology,2014,501935.0
Marine Biology,2015,749892.0
Marine Biology,2016,565811.0
Marine Biology,2017,84187.0
Marine Biology,2018,815847.0
Marine Geoscience,2018,383468.0
Marine Sciences Research Centre,2015,285923.0
"Marine, Earth & Atmospheric Sciences",2015,181570.0
Maritime,2015,152914.0
Materials,2011,15534654.0
Materials,2012,10963506.0
Materials,2013,7629304.0
Materials,2014,18533598.0
Materials,2015,19145141.0
Materials,2016,28188333.0
Materials,2017,27385631.0
Materials,2018,22532244.0
Materials Science & Metallurgy,2014,7939563.0
Materials Science & Metallurgy,2015,1369344.0
Materials Science & Metallurgy,2016,5061782.0
Materials Science & Metallurgy,2017,4201887.0
Materials Science & Metallurgy,2018,3633821.0
Materials Science and Engineering,2014,9177891.0
Materials Science and Engineering,2015,526604.0
Materials Science and Engineering,2016,37726808.0
Materials Science and Engineering,2017,1104834.0
Materials Science and Engineering,2018,338984.0
Maternal & Fetal Medicine,2017,1417429.0
Maternal & Fetal Medicine,2018,1298787.0
Maternal and Child Health Division,2015,148908.0
Mathematical Institute,2013,1275212.0
Mathematical Institute,2014,9454216.0
Mathematical Institute,2015,597641.0
Mathematical Institute,2016,4101115.0
Mathematical Institute,2017,866414.0
Mathematical Institute,2018,5186008.0
Mathematical Sciences,2014,4828287.0
Mathematical Sciences,2015,2632142.0
Mathematical Sciences,2016,2095485.0
Mathematical Sciences,2017,4560504.0
Mathematical Sciences,2018,1267036.0
"Mathematical Sciences, FACH",2017,364031.0
"Mathematical Sciences, FACH",2018,435521.0
"Mathematical, Physical&Life Sciences Div",2012,1085353.0
"Mathematical, Physical&Life Sciences Div",2013,2134832.0
"Mathematical, Physical&Life Sciences Div",2014,20243807.0
"Mathematical, Physical&Life Sciences Div",2015,12345975.0
"Mathematical, Physical&Life Sciences Div",2016,14165432.0
"Mathematical, Physical&Life Sciences Div",2017,916256.0
"Mathematical, Physical&Life Sciences Div",2018,1103037.0
Mathematics,2012,1646778.0
Mathematics,2013,5846083.0
Mathematics,2014,18045284.0
Mathematics,2015,3669449.0
Mathematics,2016,6305484.0
Mathematics,2017,11634089.0
Mathematics,2018,5029994.0
Mathematics and Computer Science,2018,200008.0
Mathematics and Statistics,2014,4457815.0
Mathematics and Statistics,2015,2226626.0
Mathematics and Statistics,2016,5922982.0
Mathematics and Statistics,2017,2196750.0
Mathematics and Statistics,2018,10009285.0
"Mech, Materials & Aerospace Engineering",2014,4114537.0
"Mech, Materials & Aerospace Engineering",2015,1709502.0
"Mech, Materials & Aerospace Engineering",2016,447736.0
"Mech, Materials & Aerospace Engineering",2017,3303737.0
"Mech, Materials & Aerospace Engineering",2018,1162611.0
Mechanical Aerospace and Civil Eng,2014,4091294.0
Mechanical Aerospace and Civil Eng,2015,1597141.0
Mechanical Aerospace and Civil Eng,2016,421549.0
Mechanical Aerospace and Civil Eng,2017,7057339.0
Mechanical Aerospace and Civil Eng,2018,3525459.0
Mechanical Engineering,2013,9526508.0
Mechanical Engineering,2014,9584372.0
Mechanical Engineering,2015,5986711.0
Mechanical Engineering,2016,12648343.0
Mechanical Engineering,2017,21335036.0
Mechanical Engineering,2018,16962503.0
Mechanical Engineering Sciences,2014,3193845.0
Mechanical Engineering Sciences,2015,1476694.0
Mechanical Engineering Sciences,2016,789138.0
Mechanical Engineering Sciences,2017,899649.0
Mechanical Engineering Sciences,2018,212031.0
Mechanical Medical and Aerospace Eng,2014,2920233.0
Mechanical and Aerospace Engineering,2013,5699187.0
Mechanical and Aerospace Engineering,2014,3866425.0
Mechanical and Aerospace Engineering,2015,379691.0
Mechanical and Aerospace Engineering,2016,1654752.0
Mechanical and Aerospace Engineering,2017,389012.0
Mechanical and Aerospace Engineering,2018,734626.0
Media Arts,2017,1265605.0
Media Arts,2018,5921381.0
Media and Communications,2018,100377.0
Medical Physics and Biomedical Eng,2014,11524762.0
Medical Physics and Biomedical Eng,2015,264581.0
Medical Physics and Biomedical Eng,2016,2959662.0
Medical Physics and Biomedical Eng,2017,8301887.0
Medical Physics and Biomedical Eng,2018,2719849.0
Medical Sciences Division,2015,705105.0
Medical Sciences Division,2018,96589.0
Medical and Human Sciences,2017,1452429.0
Medical and Human Sciences,2018,412808.0
Medicine,2013,10307435.0
Medicine,2014,933493.0
Medicine,2015,4447900.0
Medicine,2016,6955630.0
Medicine,2017,5406898.0
Medicine,2018,9459842.0
Medicine Dentistry and Biomedical Sci,2018,120946.0
Medicine Office,2013,4032595.0
Medieval & Modern Languages Fac,2013,422036.0
Medieval & Modern Languages Fac,2016,3230977.0
Medieval & Modern Languages Fac,2018,495658.0
Metabolic Biology,2013,806167.0
Metabolic Biology,2015,95042.0
Metabolic Biology,2016,532754.0
Metabolic Biology,2017,122602.0
Metabolic Biology,2018,2717616.0
Metallurgy and Materials,2014,695240.0
Metallurgy and Materials,2015,915888.0
Metallurgy and Materials,2016,1415086.0
Metallurgy and Materials,2017,14374408.0
Metallurgy and Materials,2018,371029.0
Meteorology,2013,2660863.0
Meteorology,2014,1435692.0
Meteorology,2015,6973530.0
Meteorology,2016,4405533.0
Meteorology,2017,3103584.0
Meteorology,2018,2543917.0
Microbes in the Food Chain,2018,80647.0
Microbial & Cellular Sciences,2014,93520.0
Microbial & Cellular Sciences,2015,810914.0
Microbial & Cellular Sciences,2016,1511019.0
Microbial & Cellular Sciences,2018,1205275.0
Minerals & Waste,2015,819556.0
Modern & Medieval Languages,2016,558896.0
Modern Languages French,2015,396714.0
Modern Languages Hispanic Studies,2018,201792.0
Modern Languages Italian,2018,84151.0
Modern Languages and Cultures,2015,671866.0
Modern Languages and Cultures,2018,595628.0
Molecular & Clinical Sci Research Inst,2014,3152197.0
Molecular & Clinical Sci Research Inst,2015,1534737.0
Molecular & Clinical Sci Research Inst,2017,2933463.0
Molecular Archive,2018,696945.0
Molecular Atlas,2018,242297.0
Molecular Biology and Biotechnology,2014,539623.0
Molecular Biology and Biotechnology,2015,4472946.0
Molecular Biology and Biotechnology,2016,3628368.0
Molecular Biology and Biotechnology,2017,2674140.0
Molecular Biology and Biotechnology,2018,2924466.0
Molecular Microbiology,2015,12345975.0
Molecular Microbiology,2016,3214962.0
Molecular Microbiology,2017,1386393.0
Molecular and Cell Biology,2016,423496.0
Molecular and Cell Biology,2017,1236392.0
Molecular and Cell Biology,2018,2081927.0
Moray House School of Education,2017,428763.0
Mullard Space Science Laboratory,2014,457283.0
Mullard Space Science Laboratory,2015,1535062.0
Mullard Space Science Laboratory,2016,3859724.0
Mullard Space Science Laboratory,2017,1775990.0
Mullard Space Science Laboratory,2018,820505.0
Museum Studies,2017,510486.0
Museum of Natural History,2016,195668.0
Music,2016,522023.0
Music,2017,708394.0
Music Faculty,2016,794493.0
NAFC Marine Centre UHI,2013,116053.0
NCAS,2016,5378925.0
NCAS,2017,9876210.0
NCAS,2018,18422142.0
NERC Isotope Geosciences Laboratory,2017,526842.0
NIHR BMRC for Ophthalmology,2017,6336970.0
Nanotechnology and Adv Materials Inst,2015,419836.0
Nanotechnology and Adv Materials Inst,2017,4889812.0
Nanotechnology and Adv Materials Inst,2018,1586517.0
National Centre for Atmospheric Science,2016,285187.0
National Centre for Atmospheric Science,2017,336333.0
National Centre for Atmospheric Science,2018,1350671.0
National Centre for Earth Observation,2016,1616032.0
National Centre for Earth Observation,2018,7074199.0
National Centre for Food Manufacturing,2016,1153521.0
National Collection of Yeast Cultures,2014,94126.0
National Collection of Yeast Cultures,2018,253796.0
National Heart and Lung Institute,2014,2235277.0
National Heart and Lung Institute,2015,340441.0
National Heart and Lung Institute,2016,1128668.0
National Heart and Lung Institute,2017,2888092.0
National Heart and Lung Institute,2018,2766429.0
National Infection Service Colindale,2017,273433.0
National Institute of Economic & Soc Res,2016,158532.0
National Institute of Economic & Soc Res,2017,3835350.0
National Institute of Economic & Soc Res,2018,8443.0
National Perinatal Epidemiology Unit,2014,669930.0
National Perinatal Epidemiology Unit,2015,626816.0
National Pollen and Aerobiology Res Unit,2016,167411.0
Natural Capital and Plant Health,2017,606611.0
Natural Capital and Plant Health,2018,146386.0
Natural Resources Group,2015,833758.0
Natural Resources Group,2017,5630400.0
"Natural Resources Institute, FES",2014,694897.0
"Natural Resources Institute, FES",2016,320801.0
"Natural Resources Institute, FES",2017,181836.0
"Natural Resources Institute, FES",2018,989639.0
Natural Resources and Management,2016,36973.0
Natural Resources and the Env,2015,224491.0
Natural Sciences and Psychology,2018,143547.0
"Naval Architecture, Ocean & Marine Eng",2018,574901.0
Neonatology,2016,1301830.0
Neonatology,2017,1019270.0
Neurobiology,2016,272824.0
Neurobiology,2017,287646.0
Neurobiology,2018,428885.0
Neuroimaging,2014,967214.0
Neuroimaging,2015,103042.0
Neuroimaging,2016,452468.0
Neuroimaging,2017,3488022.0
Neuroimaging,2018,456799.0
Neuroscience,2016,1926975.0
Neuroscience,2018,703826.0
Neuroscience Physiology and Pharmacology,2012,1686387.0
Neuroscience Physiology and Pharmacology,2013,1369785.0
Neuroscience Physiology and Pharmacology,2014,1984443.0
Neuroscience Physiology and Pharmacology,2016,1446374.0
Neuroscience Physiology and Pharmacology,2018,2946710.0
"Neuroscience, Psychology and Behaviour",2017,747829.0
"Neuroscience, Psychology and Behaviour",2018,1701170.0
Neurosciences,2015,475872.0
Neurosciences,2016,974161.0
Neurosciences,2017,649796.0
Neurosciences,2018,1343513.0
Northern Institute for Cancer Research,2014,11705.0
Northern Institute for Cancer Research,2015,2808683.0
Northern Institute for Cancer Research,2016,1834085.0
Northern Institute for Cancer Research,2017,426446.0
Northern Institute for Cancer Research,2018,1082575.0
Norwich Business School,2015,817941.0
Norwich Medical School,2011,1030549.0
Norwich Medical School,2015,95042.0
Norwich Medical School,2016,449313.0
Norwich Medical School,2017,966698.0
Norwich Medical School,2018,148494.0
Nottingham University Business School,2015,571265.0
Nottingham University Business School,2016,30008.0
Nuclear Dynamics,2016,411823.0
Nursing and Midwifery,2015,17043.0
Nutrition & Metabolism,2016,592181.0
Nutrition & Metabolism,2017,681294.0
Obstetrics and Gynaecology,2014,1583174.0
Obstetrics and Gynaecology,2018,655106.0
Oceanography,2015,294491.0
Office for Sponsored Programs,2017,303246.0
Office of Vice Provost Enterprise,2018,50000.0
Office of Vice Provost Research,2012,13513499.0
Office of Vice Provost Research,2015,564690.0
Office of Vice Provost Research,2017,4247886.0
Office of Vice Provost Research,2018,2114932.0
Office of the Principal,2013,5216436.0
Office of the Principal,2016,1747258.0
Office of the Principal,2017,529989.0
Office of the Principal,2018,1330393.0
Oncology,2015,5079623.0
Oncology,2016,614761.0
Oncology,2017,1514725.0
Oncology,2018,3157005.0
Oncology and Metabolism,2017,805383.0
Oncology and Metabolism,2018,865269.0
Operations,2017,11500.0
Optoelectronics Research Centre (ORC),2013,6009330.0
Optoelectronics Research Centre (ORC),2014,2267121.0
Optoelectronics Research Centre (ORC),2015,12333461.0
Optoelectronics Research Centre (ORC),2016,14624778.0
Optoelectronics Research Centre (ORC),2017,12475595.0
Optoelectronics Research Centre (ORC),2018,2769569.0
Optometry and Vision Sciences,2018,781645.0
Oral and Dental Science,2015,284895.0
Oriental Institute,2018,687482.0
Outreach and Training,2017,3862824.0
Outreach and Training,2018,365660.0
Oxford Chemistry,2014,7294898.0
Oxford Chemistry,2015,4323448.0
Oxford Chemistry,2016,7553187.0
Oxford Chemistry,2017,2758586.0
Oxford Chemistry,2018,4332065.0
Oxford Internet Institute,2018,688544.0
Oxford Physics,2011,23343474.0
Oxford Physics,2013,5699500.0
Oxford Physics,2014,43530162.0
Oxford Physics,2015,24708917.0
Oxford Physics,2016,16435603.0
Oxford Physics,2017,15602586.0
