,FundingOrgName,LeadROName,Department,ProjectCategory,StartDate,EndDate,AwardPounds,Region
15011,BBSRC,University of Bristol,Cellular and Molecular Medicine,Research Grant,14/05/2018,13/05/2021,389251.0,South West
15012,STFC,Heriot-Watt University,Sch of Engineering and Physical Science,Training Grant,01/09/2018,31/08/2022,74539.0,Scotland
15013,Innovate UK,Sphere Fluidics Limited,,EU-Funded,01/10/2017,30/04/2020,307713.0,East of England
15014,Innovate UK,Biosystems Technology Limited,,CRD,01/10/2018,30/09/2021,192853.0,South West
15016,EPSRC,Brunel University,Research Support and Development Office,Training Grant,01/10/2015,30/09/2020,322680.0,London
15019,ESRC,Birkbeck College,Politics,Research Grant,01/01/2015,31/08/2018,560854.0,London
15022,EPSRC,University of Surrey,Computing Science,Research Grant,01/09/2016,28/02/2020,364323.0,South East
15023,MRC,University of Cambridge,Physiology Development and Neuroscience,Research Grant,01/05/2014,29/02/2020,1678040.0,East of England
15024,MRC,University of Oxford,Clinical Medicine,Research Grant,30/04/2018,29/04/2021,386140.0,South East
15025,STFC,Liverpool John Moores University,Astrophysics Research Institute,Research Grant,01/04/2017,31/03/2019,519004.0,North West
15027,Innovate UK,Zyba Limited,,Collaborative R&D,01/07/2015,31/12/2018,1181970.0,South West
15034,BBSRC,King's College London,Developmental Neurobiology,Training Grant,01/10/2018,30/09/2022,107034.0,London
15035,MRC,University of Cambridge,Medicine,Research Grant,01/07/2013,30/09/2019,3013593.0,East of England
15037,BBSRC,University of Dundee,School of Life Sciences,Research Grant,01/01/2016,28/02/2019,335358.0,Scotland
15038,BBSRC,University of Dundee,Systems Medicine,Training Grant,01/10/2015,30/09/2019,95042.0,Scotland
15039,ESRC,University of York,Health Science,Research Grant,01/09/2016,30/06/2020,527838.0,Yorkshire and The Humber
15042,Innovate UK,Horizon Discovery Limited,,Collaborative R&D,01/05/2015,31/10/2018,1227835.0,East of England
15043,AHRC,University of Nottingham,School of Health Sciences,Research Grant,01/01/2018,30/04/2021,677065.0,East Midlands
15044,EPSRC,University of Kent,Sch of Computing,Research Grant,01/09/2017,31/08/2019,101058.0,South East
15045,ESRC,University of Manchester,Alliance Manchester Business School,Fellowship,01/10/2018,30/09/2019,82916.0,North West
15051,NERC,University of Reading,Meteorology,Research Grant,01/11/2017,31/10/2018,100709.0,South East
15054,EPSRC,University of Edinburgh,Sch of Informatics,Fellowship,01/10/2015,30/09/2020,1237803.0,Scotland
15055,EPSRC,Imperial College London,Dept of Chemistry,Other Grant,01/01/2017,31/12/2019,283026.0,London
15056,Innovate UK,PhaSE Change Material Products Ltd,,Collaborative R&D,01/09/2017,31/08/2020,973319.0,East of England
15058,MRC,University of Leeds,Lds Inst Genetics Health & Therapeutics,Research Grant,01/12/2017,30/11/2020,498098.0,Yorkshire and The Humber
15059,AHRC,National Film and Television School,Grants Administration,Research Grant,01/09/2018,31/08/2021,4826150.0,South East
15064,EPSRC,Imperial College London,Dept of Aeronautics,Research Grant,01/10/2018,30/09/2022,943562.0,London
15065,EPSRC,University College London,Computer Science,Research Grant,28/10/2015,27/10/2019,581559.0,London
15066,NC3Rs,University of Surrey,Veterinary Medicine & Science,Research Grant,25/04/2016,24/04/2019,424819.0,South East
15070,STFC,Imperial College London,Dept of Physics,Training Grant,01/10/2015,30/09/2020,2339730.0,London
15071,BBSRC,University of Glasgow,"College of Medical, Veterinary &Life Sci",Research Grant,01/04/2018,31/03/2021,300000.0,Scotland
15072,EPSRC,University of Oxford,Materials,Research Grant,01/12/2017,31/05/2021,1412711.0,South East
15074,Innovate UK,Mote Research Limited,,Feasibility Studies,01/10/2017,31/03/2019,102420.0,East of England
15075,EPSRC,Cardiff University,Registry,Training Grant,01/10/2015,30/09/2020,322680.0,Wales
15076,Innovate UK,Adelan Limited,,Collaborative R&D,01/12/2017,30/11/2019,330173.0,West Midlands
15078,NERC,University of Oxford,Oxford Physics,Research Grant,30/06/2014,30/09/2018,407393.0,South East
15080,EPSRC,University of Surrey,ATI Electronics,Research Grant,01/10/2018,30/09/2020,191364.0,South East
15082,Innovate UK,Q-BOT Limited,,Collaborative R&D,01/01/2018,31/03/2019,580173.0,London
15083,EPSRC,University of Oxford,Engineering Science,Fellowship,01/01/2018,31/12/2022,1024449.0,South East
15086,Innovate UK,University of Essex,,Knowledge Transfer Partnership,01/12/2018,30/11/2020,96842.0,East of England
15087,AHRC,Queen's University of Belfast,"Sch of Arts, English and Languages",Research Grant,01/02/2017,30/04/2019,85853.0,Northern Ireland
15088,Innovate UK,Orxa Grid Ltd,,Collaborative R&D,01/02/2018,31/07/2019,184038.0,Unknown
15089,Innovate UK,Island Gas Limited,,Collaborative R&D,01/03/2016,30/11/2018,191963.0,London
15090,EPSRC,University of Edinburgh,Sch of Engineering,Research Grant,13/04/2016,31/10/2019,745542.0,Scotland
15092,MRC,University of Cambridge,Psychology,Research Grant,01/10/2016,30/09/2021,3208259.0,East of England
15093,EPSRC,University of Bath,Chemistry,Research Grant,10/07/2016,09/07/2019,677501.0,South West
15094,Innovate UK,Pmw Technology Limited,,Feasibility Studies,01/10/2017,31/12/2018,157179.0,Yorkshire and The Humber
15096,EPSRC,University College London,Office of Vice Provost Research,Research Grant,01/10/2017,30/09/2018,60438.0,London
15097,STFC,"Royal Holloway, University of London",Physics,Research Grant,01/01/2017,31/12/2018,114649.0,South East
15099,BBSRC,University of Warwick,Chemistry,Research Grant,11/05/2015,29/03/2019,356956.0,West Midlands
15100,EPSRC,University of Cambridge,Engineering,Research Grant,01/11/2015,30/04/2019,745380.0,East of England
15105,BBSRC,University of Sussex,Sch of Life Sciences,Research Grant,01/08/2018,31/07/2021,744621.0,South East
15106,BBSRC,University of York,Chemistry,Research Grant,06/02/2017,05/02/2020,259886.0,Yorkshire and The Humber
15107,ESRC,Queen's University of Belfast,Sch of Natural and Built Environment,Research Grant,01/04/2018,30/09/2020,546579.0,Northern Ireland
15109,ESRC,University College London,Speech Hearing and Phonetic Science,Research Grant,01/10/2017,30/09/2020,570625.0,London
15111,MRC,University of Southampton,"Sch of Economic, Social & Political Sci",Research Grant,01/04/2018,31/03/2021,202297.0,South East
15112,BBSRC,University of Warwick,School of Life Sciences,Research Grant,01/04/2017,31/03/2020,376910.0,West Midlands
15113,NERC,University of Bristol,Geographical Sciences,Research Grant,01/04/2014,31/03/2019,733072.0,South West
15114,Innovate UK,Nature Metrics Ltd,,Collaborative R&D,01/09/2017,31/08/2018,69973.0,London
15115,AHRC,University of Oxford,Medieval & Modern Languages Fac,Research Grant,01/01/2018,31/12/2019,495658.0,South East
15116,Innovate UK,Ilika Technologies Ltd,,Collaborative R&D,01/07/2017,31/03/2019,507619.0,South East
15117,EPSRC,"Royal Holloway, University of London",The Academic Registrar,Training Grant,01/10/2015,30/09/2019,399767.0,South East
15118,EPSRC,University of Strathclyde,Chemical and Process Engineering,Research Grant,03/10/2016,02/10/2019,281596.0,Scotland
15122,AHRC,University College London,History,Research Grant,02/05/2017,01/07/2018,78887.0,London
15123,MRC,London Sch of Hygiene and Trop Medicine,Epidemiology and Population Health,Fellowship,01/04/2015,31/03/2019,388233.0,London
15125,Innovate UK,Scene Connect Ltd,,Feasibility Studies,01/01/2018,31/12/2018,209166.0,Scotland
15128,MRC,University of Cambridge,Clinical Neurosciences,Research Grant,01/02/2016,31/01/2019,687597.0,East of England
15129,Innovate UK,Kopernio Limited,,Feasibility Studies,01/01/2018,31/12/2018,116876.0,Unknown
15131,NERC,University of Leicester,"Sch of Geog, Geol & the Environment",Research Grant,02/01/2017,01/01/2020,605458.0,East Midlands
15132,Innovate UK,Ipsen Biopharm Limited,,Collaborative R&D,01/03/2018,31/08/2020,864606.0,Wales
15135,EPSRC,Imperial College London,Dept of Computing,Fellowship,01/02/2018,31/01/2023,639259.0,London
15138,Innovate UK,UltrawiSE Innovation Limited,,Feasibility Studies,01/07/2018,30/06/2019,178245.0,West Midlands
15141,Innovate UK,University of Leeds,,Knowledge Transfer Partnership,01/05/2016,31/10/2019,141419.0,Yorkshire and The Humber
15142,Innovate UK,Kettle Foods Ltd.,,Collaborative R&D,01/10/2016,30/09/2019,480938.0,East of England
15143,AHRC,University of the West of England,Faculty of Environment and Technology,Research Grant,02/10/2017,01/11/2018,47661.0,South West
15147,NERC,Cardiff University,School of Earth and Ocean Sciences,Research Grant,01/06/2015,30/11/2019,446848.0,Wales
15148,NERC,University of York,Environment,Research Grant,01/09/2018,31/08/2022,347518.0,Yorkshire and The Humber
15150,EPSRC,University of Oxford,Oxford Physics,Research Grant,01/01/2018,30/06/2021,1121958.0,South East
15153,MRC,University of Manchester,School of Medical Sciences,Research Grant,01/01/2017,31/12/2019,576831.0,North West
15154,EPSRC,University College London,Mechanical Engineering,Research Grant,01/12/2018,30/11/2021,357166.0,London
15155,NERC,"Royal Holloway, University of London",Biological Sciences,Research Grant,02/11/2015,01/11/2018,328021.0,South East
15160,AHRC,Goldsmiths College,Visual Cultures,Fellowship,01/10/2018,30/09/2020,202521.0,London
15161,NERC,University of East Anglia,Environmental Sciences,Research Grant,01/08/2016,31/07/2020,360935.0,East of England
15163,Innovate UK,Bladon Jets (UK) Limited,,Collaborative R&D,01/11/2017,31/03/2019,935659.0,West Midlands
15165,BBSRC,Royal Veterinary College,Comparative Biomedical Sciences CBS,Research Grant,15/05/2017,14/05/2020,359772.0,London
15166,Innovate UK,Satellite Applications Catapult Limited,,CRD,01/09/2018,31/03/2019,445500.0,South East
15172,EPSRC,Cardiff University,Sch of Psychology,Research Grant,28/03/2018,27/09/2019,154156.0,Wales
15173,BBSRC,University of Liverpool,Institute of Psychology Health & Society,Training Grant,01/11/2017,31/10/2021,98212.0,North West
15174,BBSRC,Aberystwyth University,IBERS,Research Grant,01/10/2017,30/09/2022,444738.0,Wales
15176,MRC,Newcastle University,Institute of Neuroscience,Research Grant,01/09/2017,31/08/2020,667693.0,North East
15178,Innovate UK,Scorpion Tooling UK Limited,,Feasibility Studies,01/08/2018,31/07/2019,99312.0,South West
15180,MRC,The Wellcome Trust  Sanger Institute,Pathogen Variation,Fellowship,16/01/2012,16/10/2018,1588165.0,East of England
15181,BBSRC,John Innes Centre,Crop Genetics,Research Grant,01/05/2017,30/04/2019,316311.0,East of England
15185,Innovate UK,Gnewt Cargo Limited,,Collaborative R&D,01/06/2017,31/12/2019,1104701.0,London
15186,ESRC,University of Sheffield,Geography,Training Grant,01/04/2018,31/03/2020,40744.0,Yorkshire and The Humber
15189,AHRC,Birmingham City University,ADM Birmingham Sch of Media,Research Grant,01/09/2016,31/08/2018,34421.0,West Midlands
15190,Innovate UK,Sundance Multiprocessor Technology Limited,,EU-Funded,01/07/2018,30/06/2020,128829.0,South East
15191,MRC,University of Sussex,Sch of Life Sciences,Research Grant,01/04/2013,31/03/2019,1869966.0,South East
15193,AHRC,Goldsmiths College,Sociology,Research Grant,21/12/2018,20/12/2019,44971.0,London
15194,BBSRC,Imperial College London,Materials,Training Grant,01/10/2015,30/09/2019,103042.0,London
15196,Innovate UK,Bioventix Plc,,EU-Funded,01/04/2018,30/09/2020,77433.0,Unknown
15198,EPSRC,University College London,Electronic and Electrical Engineering,Fellowship,25/06/2018,24/06/2021,583238.0,London
15199,Innovate UK,Oxford Advanced Surfaces Limited,,Feasibility Studies,01/11/2017,30/11/2018,101042.0,South East
15200,ESRC,"Royal Holloway, University of London",Politics and International Relations,Fellowship,01/10/2018,30/09/2019,89807.0,South East
15202,EPSRC,University of Nottingham,School of Computer Science,Research Grant,01/04/2017,31/03/2020,770473.0,East Midlands
15204,EPSRC,Imperial College London,Research Office,Training Grant,01/10/2018,30/09/2023,15355572.0,London
15205,BBSRC,University of Liverpool,Institute of Ageing and Chronic Disease,Research Grant,01/10/2018,30/09/2022,363283.0,North West
15206,EPSRC,University College London,Medical Physics and Biomedical Eng,Research Grant,01/08/2017,31/01/2021,948478.0,London
15207,BBSRC,University of Edinburgh,Sch of Biological Sciences,Training Grant,01/07/2015,30/06/2019,95042.0,Scotland
15211,ESRC,University of Edinburgh,Sch of Social and Political Science,Research Grant,01/07/2014,30/09/2019,1464566.0,Scotland
15212,BBSRC,University of East Anglia,Norwich Medical School,Research Grant,01/05/2017,30/04/2020,119504.0,East of England
15213,Innovate UK,Oxford Instruments Nanotechnology Tools Limited,,Collaborative R&D,01/09/2017,30/11/2018,266115.0,South East
15214,EPSRC,University of Oxford,Materials,Research Grant,01/10/2017,31/03/2021,1831452.0,South East
15215,Innovate UK,Cytecom Ltd,,Study,01/11/2018,31/12/2019,229003.0,Unknown
15221,EPSRC,University College London,Computer Science,Fellowship,01/10/2017,31/03/2023,891504.0,London
15222,BBSRC,Lancaster University,Lancaster Environment Centre,Research Grant,01/05/2018,30/04/2021,975756.0,North West
15223,EPSRC,University of Cambridge,Physical Sciences,Training Grant,01/10/2017,30/09/2021,3411543.0,East of England
15224,ESRC,Cardiff University,Sch of English Communication and Philos,Fellowship,01/10/2018,30/09/2019,88699.0,Wales
15226,EPSRC,University of Surrey,Research Finance,Training Grant,01/10/2017,30/09/2022,416480.0,South East
15227,STFC,University of Bath,Physics,Research Grant,01/02/2018,31/03/2020,14981.0,South West
15230,BBSRC,University of Birmingham,Sch of Biosciences,Training Grant,01/10/2018,30/09/2022,99034.0,West Midlands
15232,BBSRC,University of Dundee,School of Life Sciences,Research Grant,03/09/2018,02/09/2020,253265.0,Scotland
15235,NERC,University of Manchester,Earth Atmospheric and Env Sciences,Research Grant,23/01/2017,31/12/2020,393157.0,North West
15237,STFC,University College London,Mullard Space Science Laboratory,Research Grant,01/09/2016,31/03/2019,135176.0,London
15238,BBSRC,University of St Andrews,Chemistry,Research Grant,01/05/2018,30/04/2019,209009.0,Scotland
15239,EPSRC,King's College London,Imaging & Biomedical Engineering,Research Grant,01/08/2015,31/01/2019,606712.0,London
15241,EPSRC,University of Cambridge,Board of Graduate Studies,Training Grant,01/10/2015,30/09/2019,6172769.0,East of England
15242,Innovate UK,University of Hertfordshire,,Knowledge Transfer Partnership,01/03/2017,29/02/2020,140107.0,East of England
15243,ESRC,University College London,Social Science,Research Grant,16/07/2018,15/07/2021,304886.0,London
15245,EPSRC,University of Bristol,Mathematics,Fellowship,31/07/2014,30/06/2020,841258.0,South West
15246,NERC,University of Reading,Meteorology,Research Grant,30/06/2014,31/03/2020,950123.0,South East
15248,Innovate UK,Hilight Semiconductor Limited,,Collaborative R&D,01/02/2018,31/10/2019,684758.0,South East
15249,MRC,Imperial College London,Dept of Medicine,Research Grant,01/01/2016,30/06/2019,614471.0,London
15253,EPSRC,University of Strathclyde,Physics,Research Grant,01/04/2016,31/03/2020,4494681.0,Scotland
15254,NERC,University of Exeter,Engineering Computer Science and Maths,Research Grant,01/10/2018,31/03/2021,373098.0,South West
15255,STFC,CAB International,International Development (UK),Research Grant,01/05/2016,31/01/2020,1211945.0,South East
15256,NERC,Lancaster University,Lancaster Environment Centre,Fellowship,01/07/2016,30/06/2021,472077.0,North West
15257,NERC,University of Cambridge,Zoology,Research Grant,30/04/2016,15/02/2019,238702.0,East of England
15258,BBSRC,SRUC,Research,Research Grant,01/05/2017,31/08/2019,470460.0,Scotland
15261,MRC,University of Glasgow,School of Psychology,Research Grant,31/07/2014,28/02/2019,816353.0,Scotland
15262,EPSRC,Newcastle University,Sch of Engineering,Fellowship,01/03/2018,31/10/2018,272638.0,North East
15263,STFC,Birkbeck College,Earth and Planetary Sciences,Training Grant,01/10/2018,30/09/2022,82332.0,London
15265,NERC,University of Exeter,Geography,Research Grant,06/02/2017,28/09/2018,30985.0,South West
15266,BBSRC,University of Exeter,Biosciences,Research Grant,01/03/2018,28/02/2021,412012.0,South West
15267,NERC,University of Surrey,Civil and Environmental Engineering,Research Grant,30/11/2016,29/11/2020,311638.0,South East
15268,EPSRC,Imperial College London,Dept of Physics,Research Grant,01/09/2017,31/08/2020,382499.0,London
15269,EPSRC,University of Liverpool,Student Administration and Support,Training Grant,01/10/2016,30/09/2021,2101398.0,North West
15270,MRC,London Sch of Hygiene and Trop Medicine,Infectious and Tropical Diseases,Research Grant,01/01/2016,31/12/2018,402889.0,London
15271,MRC,University College London,Institute of Neurology,Fellowship,01/05/2015,30/04/2019,1078264.0,London
15272,BBSRC,University of Manchester,Chemistry,Training Grant,01/10/2014,31/03/2019,94126.0,North West
15273,NERC,University of Bristol,Earth Sciences,Research Grant,01/01/2018,30/06/2019,224752.0,South West
15274,MRC,"Queen Mary, University of London",Blizard Institute of Cell and Molecular,Research Grant,02/11/2015,01/05/2019,483466.0,London
15280,EPSRC,Aston University,Sch of Engineering and Applied Science,Research Grant,01/07/2018,31/12/2021,779743.0,West Midlands
15281,MRC,Queen's University of Belfast,Centre for Experimental Medicine,Research Grant,01/10/2018,30/09/2020,251900.0,Northern Ireland
15283,AHRC,University of Stirling,English,Research Grant,15/01/2018,14/01/2019,82841.0,Scotland
15284,Innovate UK,Manchester Metropolitan University,,Knowledge Transfer Partnership,01/09/2018,31/08/2021,149707.0,North West
15286,EPSRC,University of St Andrews,Chemistry,Research Grant,01/11/2016,31/10/2019,384300.0,Scotland
15287,EPSRC,University of Sheffield,Research Finance,Training Grant,01/10/2014,30/09/2019,695240.0,Yorkshire and The Humber
15288,Innovate UK,Masstock Arable (UK) Limited,,Collaborative R&D,01/09/2014,30/11/2018,209422.0,South West
15289,EPSRC,University of Manchester,Electrical and Electronic Engineering,Research Grant,01/07/2017,31/12/2020,511339.0,North West
15290,NERC,University of Edinburgh,Sch of Geosciences,Fellowship,01/09/2016,31/08/2021,535246.0,Scotland
15291,Innovate UK,University of Portsmouth,,Knowledge Transfer Partnership,01/03/2017,28/02/2019,98272.0,South East
15292,Innovate UK,John Caunt Scientific Limited,,Collaborative R&D,01/06/2015,31/03/2019,567864.0,North West
15294,BBSRC,Earlham Institute,Research Faculty,Research Grant,19/07/2018,18/01/2020,20176.0,East of England
15296,BBSRC,University of Birmingham,Institute of Immunology & Immunotherapy,Research Grant,01/09/2018,31/08/2021,38553.0,West Midlands
15298,STFC,University of Liverpool,Physics,Research Grant,01/10/2018,31/03/2020,54500.0,North West
15300,Innovate UK,Entocycle Ltd,,Feasibility Studies,01/09/2018,30/04/2019,69605.0,London
15301,EPSRC,University of Glasgow,School of Engineering,Research Grant,01/10/2018,30/09/2021,408034.0,Scotland
15305,BBSRC,University of Cambridge,Physiology Development and Neuroscience,Training Grant,01/01/2017,31/12/2020,96696.0,East of England
15306,MRC,University of Oxford,Biochemistry,Research Grant,01/11/2017,31/10/2020,397181.0,South East
15307,BBSRC,"Queen Mary, University of London",Sch of Biological and Chemical Sciences,Research Grant,01/12/2018,30/11/2021,518188.0,London
15308,BBSRC,University of Sheffield,Biomedical Science,Research Grant,02/03/2015,01/03/2019,909913.0,Yorkshire and The Humber
15309,Innovate UK,UK Grid Solutions Limited,,Collaborative R&D,01/10/2016,30/09/2019,650226.0,London
15311,MRC,University of Greenwich,"Natural Resources Institute, FES",Research Grant,15/01/2016,14/01/2020,320801.0,London
15313,Innovate UK,Upside Energy Ltd,,Collaborative R&D,01/07/2017,30/06/2019,2494559.0,North West
15315,NERC,Zoological Soc London Inst of Zoology,Insitute of Zoology,Research Grant,10/09/2018,09/09/2022,265358.0,London
15318,BBSRC,University of Oxford,Kennedy Institute,Training Grant,09/10/2017,30/09/2019,48347.0,South East
15319,AHRC,University of Surrey,English,Research Grant,09/05/2016,08/05/2019,410990.0,South East
15320,Innovate UK,Loxham Precision Limited,,Feasibility Studies,01/12/2017,30/11/2018,157590.0,East of England
15321,Innovate UK,Oxford Brookes University,,Knowledge Transfer Partnership,01/01/2017,31/12/2018,95385.0,South East
15323,BBSRC,MRC Laboratory of Molecular Biology,Structural Studies,Research Grant,01/01/2017,30/09/2021,487765.0,East of England
15327,Innovate UK,Veoware Limited,,Feasibility Studies,01/04/2018,28/02/2019,56520.0,Unknown
15328,BBSRC,National Inst of Agricultural Botany,Centre for Research,Research Grant,01/04/2017,31/03/2019,36385.0,East of England
15331,STFC,University of Hertfordshire,"School of Physics, Astronomy and Maths",Research Grant,31/03/2018,30/03/2020,445006.0,East of England
15332,MRC,Newcastle University,Institute of Cellular Medicine,Research Grant,01/09/2016,31/08/2019,603811.0,North East
15333,Innovate UK,Sheffield Hallam University,,Knowledge Transfer Partnership,01/02/2018,31/01/2020,97467.0,Yorkshire and The Humber
15334,MRC,Babraham Institute,Lymphocyte Signalling and Development,Research Grant,10/05/2016,09/05/2019,374484.0,East of England
15336,Innovate UK,C-Capture Limited,,Feasibility Studies,01/01/2018,31/12/2018,103938.0,Yorkshire and The Humber
15337,BBSRC,Aberystwyth University,IBERS,Research Grant,01/04/2016,31/03/2020,112896.0,Wales
15339,EPSRC,University of Bath,Vice Chancellor's Office,Research Grant,23/12/2018,22/12/2020,533151.0,South West
15343,STFC,University of Cambridge,Institute of Astronomy,Research Grant,01/08/2017,31/03/2020,922422.0,East of England
15344,Innovate UK,Loughborough University,,Knowledge Transfer Partnership,01/06/2017,30/11/2019,100335.0,East Midlands
15346,BBSRC,National Inst of Agricultural Botany,Centre for Research,Research Grant,01/09/2016,31/08/2019,225234.0,East of England
15347,ESRC,"Queen Mary, University of London",Sch of Electronic Eng & Computer Science,Research Grant,01/10/2017,30/09/2019,160073.0,London
15348,BBSRC,University of Bath,Biology and Biochemistry,Training Grant,09/01/2017,08/01/2021,96696.0,South West
15349,EPSRC,Cranfield University,Cranfield Defence and Security,Research Grant,01/08/2018,31/07/2021,906693.0,East of England
15352,Innovate UK,Airbus Group Limited,,Collaborative R&D,01/12/2017,31/03/2019,587222.0,London
15358,BBSRC,University of Manchester,School of Biological Sciences,Research Grant,16/04/2018,15/04/2021,513672.0,North West
15361,AHRC,University of Liverpool,Modern Languages and Cultures,Research Grant,03/09/2018,01/07/2021,433928.0,North West
15362,BBSRC,University of Sussex,Sch of Life Sciences,Training Grant,01/10/2015,30/09/2019,95042.0,South East
15364,BBSRC,University of Surrey,Chemical Engineering,Training Grant,01/10/2018,30/09/2022,99034.0,South East
15366,BBSRC,University College London,Ear Institute,Research Grant,01/10/2018,30/09/2021,556812.0,London
15369,EPSRC,University of St Andrews,Mathematics and Statistics,Research Grant,15/12/2018,14/02/2021,35035.0,Scotland
15371,BBSRC,University of Leicester,Molecular and Cell Biology,Research Grant,01/12/2016,30/11/2019,423496.0,East Midlands
15374,Innovate UK,Sandwell UK Limited,,Feasibility Studies,01/01/2018,30/06/2019,108687.0,East Midlands
15376,EPSRC,University of Glasgow,College of Science and Engineering,Fellowship,19/11/2017,29/11/2018,357334.0,Scotland
15377,NERC,Lancaster University,Lancaster Environment Centre,Research Grant,01/01/2016,31/12/2018,444343.0,North West
15378,BBSRC,NERC Centre for Ecology and Hydrology,Soils and Land Use (Lancaster),Research Grant,03/01/2018,02/01/2021,630863.0,South East
15382,BBSRC,University of the West of England,Faculty of Health and Life Sciences,Research Grant,03/03/2018,02/03/2022,135782.0,South West
15384,BBSRC,National Inst of Agricultural Botany,Centre for Research,Training Grant,01/10/2017,30/09/2021,98212.0,East of England
15385,BBSRC,Cardiff University,School of Medicine,Training Grant,01/10/2018,30/09/2022,99034.0,Wales
15386,Innovate UK,Autonomous Surface Vehicles Limited,,Collaborative R&D,01/07/2015,30/06/2018,714196.0,South East
15387,BBSRC,University of Oxford,Zoology,Research Grant,01/07/2016,30/10/2019,415645.0,South East
15389,EPSRC,University of York,Mathematics,Research Grant,01/09/2017,31/08/2019,78543.0,Yorkshire and The Humber
15391,BBSRC,University of Nottingham,Sch of Biosciences,Research Grant,01/10/2015,30/09/2019,441405.0,East Midlands
15392,EPSRC,Imperial College London,Electrical and Electronic Engineering,Research Grant,01/09/2015,31/01/2019,983623.0,London
15394,EPSRC,Cranfield University,Administration,Training Grant,01/10/2018,30/09/2023,593943.0,East of England
15395,EPSRC,University of Cambridge,Engineering,Research Grant,01/04/2018,01/11/2019,100519.0,East of England
15396,MRC,John Innes Centre,Molecular Microbiology,Research Grant,01/07/2016,30/06/2019,490718.0,East of England
15405,ESRC,University of Exeter,Strategy and Security Institute,Research Grant,01/09/2014,31/08/2018,243836.0,South West
15408,EPSRC,University of Oxford,Mathematical Institute,Research Grant,01/01/2018,31/07/2019,111305.0,South East
15409,BBSRC,University of Manchester,Chem Eng and Analytical Science,Training Grant,01/10/2016,30/09/2019,90700.0,North West
15410,NERC,University of Liverpool,"Earth, Ocean and Ecological Sciences",Research Grant,01/12/2016,31/08/2020,436182.0,North West
15412,EPSRC,University College London,Chemical Engineering,Research Grant,01/09/2015,31/08/2018,423929.0,London
15413,Innovate UK,Botsandus Ltd.,,Feasibility Studies,01/10/2018,30/09/2019,69946.0,South East
15414,AHRC,University of East Anglia,"Art, Media and American Studies",Research Grant,20/02/2017,19/02/2019,214498.0,East of England
15415,NERC,University of Birmingham,"Sch of Geography, Earth & Env Sciences",Research Grant,13/08/2018,12/10/2018,9293.0,West Midlands
15417,EPSRC,Newcastle University,"Sch of Maths, Statistics and Physics",Research Grant,09/10/2018,08/10/2020,174577.0,North East
15418,NERC,University of York,Environment,Research Grant,01/01/2017,30/06/2019,248101.0,Yorkshire and The Humber
15419,Innovate UK,Ranplan Wireless Network Design Ltd,,EU-Funded,01/04/2017,31/03/2019,307692.0,East of England
15420,Innovate UK,Veea Systems  Ltd,,Small Business Research Initiative,01/04/2018,31/12/2018,345401.0,Unknown
15423,BBSRC,University of Manchester,Chemistry,Research Grant,01/01/2014,30/06/2019,975883.0,North West
15425,EPSRC,University of Cambridge,Materials Science & Metallurgy,Research Grant,01/02/2018,31/01/2021,2808154.0,East of England
15427,EPSRC,Durham University,Vice Chancellor's Office,Research Grant,01/10/2018,31/03/2020,150000.0,North East
15429,NERC,Loughborough University,Research Office,Research Grant,01/09/2014,31/03/2019,376381.0,East Midlands
15430,ESRC,University of Leeds,Sociology & Social Policy,Fellowship,01/10/2018,30/09/2019,100848.0,Yorkshire and The Humber
15431,ESRC,Durham University,Geography,Training Grant,01/10/2017,30/09/2027,4308590.0,North East
15432,Innovate UK,Enable International Limited,,Small Business Research Initiative,01/03/2018,31/05/2019,330995.0,West Midlands
15433,STFC,University of Southampton,Sch of Mathematical Sciences,Research Grant,01/04/2015,31/12/2018,374498.0,South East
15435,Innovate UK,Cambridge Environmental Research Consultants Limited,,Collaborative R&D,01/09/2018,31/08/2020,263591.0,East of England
15437,MRC,University of Leeds,School of Medicine,Research Grant,01/05/2018,31/10/2019,40362.0,Yorkshire and The Humber
15439,MRC,University of Strathclyde,Inst of Pharmacy and Biomedical Sci,Research Grant,07/05/2018,06/05/2021,405771.0,Scotland
15440,BBSRC,King's College London,Clinical Neuroscience,Research Grant,01/11/2018,31/10/2021,343426.0,London
15442,EPSRC,University of Strathclyde,Physics,Research Grant,01/05/2017,30/04/2019,26324.0,Scotland
15444,NERC,University College London,Genetics Evolution and Environment,Research Grant,01/10/2018,30/09/2021,605627.0,London
15446,BBSRC,University of Dundee,School of Life Sciences,Research Grant,01/04/2015,31/03/2019,800598.0,Scotland
15449,EPSRC,Northumbria University,Fac of Engineering and Environment,Research Grant,10/07/2017,09/07/2019,100447.0,North East
15450,EPSRC,University of Bath,Architecture and Civil Engineering,Research Grant,01/05/2017,30/04/2020,1586595.0,South West
15451,MRC,"Queen Mary, University of London",Blizard Institute of Cell and Molecular,Research Grant,01/11/2018,31/10/2022,333860.0,London
15453,Innovate UK,Entia Ltd,,Collaborative R&D,01/03/2017,28/02/2019,741654.0,London
15454,MRC,University of Liverpool,Institute of Psychology Health & Society,Research Grant,01/01/2016,20/03/2019,429629.0,North West
15455,EPSRC,Cardiff University,Chemistry,Research Grant,01/05/2017,30/04/2022,712080.0,Wales
15456,MRC,University College London,Institute of Ophthalmology,Research Grant,01/12/2014,30/11/2019,1101687.0,London
