,Provider_Name,Value,Year
930,THE UNIVERSITY OF EAST ANGLIA,"30,042,758",2014
931,UNIVERSITY OF EAST LONDON,"16,824,677",2014
932,EDGE HILL UNIVERSITY,"5,181,148",2014
933,THE UNIVERSITY OF ESSEX,"17,039,800",2014
934,UNIVERSITY OF EXETER,"34,942,378",2014
935,FALMOUTH UNIVERSITY,"4,364,475",2014
936,UNIVERSITY OF GLOUCESTERSHIRE,"5,391,254",2014
937,GOLDSMITHS' COLLEGE,"12,645,735",2014
938,UNIVERSITY OF GREENWICH,"18,788,173",2014
939,GUILDHALL SCHOOL OF MUSIC & DRAMA,"1,598,866",2014
940,HARPER ADAMS UNIVERSITY,"7,578,966",2014
941,UNIVERSITY OF HERTFORDSHIRE,"20,214,353",2014
942,HEYTHROP COLLEGE,"241,655",2014
943,THE UNIVERSITY OF HUDDERSFIELD,"16,784,304",2014
944,THE UNIVERSITY OF HULL,"22,447,332",2014
945,IMPERIAL COLLEGE LONDON,"135,182,120",2014
946,THE INSTITUTE OF CANCER RESEARCH,"17,993,725",2014
947,UNIVERSITY OF KEELE,"16,268,612",2014
948,THE UNIVERSITY OF KENT,"24,768,961",2014
949,KING'S COLLEGE LONDON,"101,214,190",2014
950,KINGSTON UNIVERSITY,"23,221,664",2014
951,THE UNIVERSITY OF LANCASTER,"26,651,109",2014
952,THE UNIVERSITY OF LEEDS,"84,591,531",2014
953,LEEDS BECKETT UNIVERSITY,"16,166,944",2014
954,LEEDS COLLEGE OF ART,"747,537",2014
955,LEEDS TRINITY UNIVERSITY,"1,145,933",2014
956,THE UNIVERSITY OF LEICESTER,"37,527,951",2014
957,UNIVERSITY OF LINCOLN,"8,956,344",2014
958,THE UNIVERSITY OF LIVERPOOL,"67,881,760",2014
959,LIVERPOOL HOPE UNIVERSITY,"3,521,641",2014
960,THE LIVERPOOL INSTITUTE FOR PERFORMING ARTS,"1,141,918",2014
961,LIVERPOOL JOHN MOORES UNIVERSITY,"19,744,741",2014
962,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,"5,668,270",2014
963,UNIVERSITY COLLEGE LONDON,"171,851,934",2014
964,UNIVERSITY OF LONDON,"8,856,656",2014
965,LONDON BUSINESS SCHOOL,"6,551,071",2014
966,LONDON METROPOLITAN UNIVERSITY,"17,467,273",2014
967,THE LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,"20,324,423",2014
968,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,"21,075,784",2014
969,LONDON SOUTH BANK UNIVERSITY,"15,094,792",2014
970,LOUGHBOROUGH UNIVERSITY,"36,045,996",2014
971,THE UNIVERSITY OF MANCHESTER,"127,159,283",2014
972,MANCHESTER METROPOLITAN UNIVERSITY,"25,477,504",2014
973,MIDDLESEX UNIVERSITY,"15,384,519",2014
974,THE NATIONAL FILM AND TELEVISION SCHOOL,"256,252",2014
975,UNIVERSITY OF NEWCASTLE UPON TYNE,"65,652,314",2014
976,NEWMAN UNIVERSITY,"1,144,129",2014
977,THE UNIVERSITY OF NORTHAMPTON,"7,525,042",2014
978,UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE,"18,694,878",2014
979,NORWICH UNIVERSITY OF THE ARTS,"1,552,054",2014
980,THE UNIVERSITY OF NOTTINGHAM,"85,607,243",2014
981,NOTTINGHAM TRENT UNIVERSITY,"19,380,942",2014
982,THE OPEN UNIVERSITY,"87,213,336",2014
983,THE SCHOOL OF ORIENTAL AND AFRICAN STUDIES,"9,708,323",2014
984,UNIVERSITY OF OXFORD,"162,684,884",2014
985,OXFORD BROOKES UNIVERSITY,"14,389,489",2014
986,UNIVERSITY OF PLYMOUTH,"32,123,205",2014
987,PLYMOUTH COLLEGE OF ART,"708,473",2014
988,UNIVERSITY OF PORTSMOUTH,"20,862,412",2014
989,QUEEN MARY UNIVERSITY OF LONDON,"64,685,410",2014
990,RAVENSBOURNE,"2,398,639",2014
991,THE UNIVERSITY OF READING,"26,255,838",2014
992,ROEHAMPTON UNIVERSITY,"7,970,154",2014
993,ROSE BRUFORD COLLEGE OF THEATRE AND PERFORMANCE,"1,531,521",2014
994,THE ROYAL ACADEMY OF MUSIC,"3,523,959",2014
995,THE ROYAL AGRICULTURAL UNIVERSITY,"2,524,843",2014
996,THE ROYAL CENTRAL SCHOOL OF SPEECH AND DRAMA,"3,137,456",2014
997,THE ROYAL COLLEGE OF ART,"12,707,287",2014
998,ROYAL COLLEGE OF MUSIC,"3,558,036",2014
999,"ROYAL HOLLOWAY, UNIVERSITY OF LONDON","19,757,566",2014
1000,ROYAL NORTHERN COLLEGE OF MUSIC,"4,518,719",2014
1001,THE ROYAL VETERINARY COLLEGE,"20,569,301",2014
1002,THE UNIVERSITY OF SALFORD,"21,853,870",2014
1003,THE UNIVERSITY OF SHEFFIELD,"77,061,599",2014
1004,SHEFFIELD HALLAM UNIVERSITY,"21,192,903",2014
1005,UNIVERSITY OF SOUTHAMPTON,"68,217,386",2014
1006,SOUTHAMPTON SOLENT UNIVERSITY,"9,675,742",2014
1007,UNIVERSITY OF ST MARK & ST JOHN,"878,238",2014
1008,"ST MARY'S UNIVERSITY, TWICKENHAM","3,057,957",2014
1009,"ST. GEORGE'S, UNIVERSITY OF LONDON","18,433,977",2014
1010,STAFFORDSHIRE UNIVERSITY,"14,619,195",2014
1011,UNIVERSITY OF SUFFOLK,"3,000,063",2014
1012,UNIVERSITY OF SUNDERLAND,"10,212,348",2014
1013,THE UNIVERSITY OF SURREY,"26,530,681",2014
1014,UNIVERSITY OF SUSSEX,"25,237,559",2014
1015,TEESSIDE UNIVERSITY,"13,303,365",2014
1016,TRINITY LABAN CONSERVATOIRE OF MUSIC AND DANCE,"6,252,881",2014
1017,THE UNIVERSITY OF WARWICK,"52,277,547",2014
1018,THE UNIVERSITY OF WEST LONDON,"6,820,419",2014
1019,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","18,468,410",2014
1020,THE UNIVERSITY OF WESTMINSTER,"20,668,707",2014
1021,UNIVERSITY OF WINCHESTER,"2,553,132",2014
1022,THE UNIVERSITY OF WOLVERHAMPTON,"16,238,615",2014
1023,UNIVERSITY OF WORCESTER,"4,405,656",2014
1024,WRITTLE UNIVERSITY COLLEGE,"1,123,613",2014
1025,UNIVERSITY OF YORK,"36,990,427",2014
1026,YORK ST JOHN UNIVERSITY,"1,895,029",2014
1027,ABINGDON AND WITNEY COLLEGE,"30,368",2014
1028,ACCRINGTON AND ROSSENDALE COLLEGE,"285,803",2014
1029,ACTIVATE LEARNING,"136,764",2014
1030,AMERSHAM & WYCOMBE COLLEGE,"64,379",2014
1031,ASHTON SIXTH FORM COLLEGE,"21,673",2014
1032,ASKHAM BRYAN COLLEGE,"641,997",2014
1033,AYLESBURY COLLEGE,"2,684",2014
1034,BARKING AND DAGENHAM COLLEGE,"399,503",2014
1035,BARNET & SOUTHGATE COLLEGE,"36,978",2014
1036,BARNFIELD COLLEGE,"30,364",2014
1037,BARNSLEY COLLEGE,"527,724",2014
1038,BASINGSTOKE COLLEGE OF TECHNOLOGY,"134,179",2014
1039,BATH COLLEGE,"171,775",2014
1040,BEDFORD COLLEGE,"594,714",2014
1041,THE BERKSHIRE COLLEGE OF AGRICULTURE (BCA),"98,516",2014
1042,BEXHILL COLLEGE,"5,402",2014
1043,BIRMINGHAM METROPOLITAN COLLEGE,"570,522",2014
1044,BISHOP AUCKLAND COLLEGE,"33,121",2014
1045,BISHOP BURTON COLLEGE,"940,627",2014
1046,BLACKBURN COLLEGE,"1,840,438",2014
1047,BLACKPOOL AND THE FYLDE COLLEGE,"2,408,462",2014
1048,BMC (BROOKSBY MELTON COLLEGE),"137,533",2014
1049,BOLTON COLLEGE,"108,627",2014
1050,BOSTON COLLEGE,"114,530",2014
1051,THE BOURNEMOUTH AND POOLE COLLEGE,"420,346",2014
1052,BOURNVILLE COLLEGE,"39,700",2014
1053,BRADFORD COLLEGE,"1,955,208",2014
1054,BRIDGWATER AND TAUNTON COLLEGE,"829,734",2014
1055,BROCKENHURST COLLEGE,"7,096",2014
1056,BROMLEY COLLEGE OF FURTHER AND HIGHER EDUCATION,"226,362",2014
1057,BROOKLANDS COLLEGE,"53,888",2014
1058,BURNLEY COLLEGE,"276,479",2014
1059,BURTON AND SOUTH DERBYSHIRE COLLEGE,"31,991",2014
1060,BURY COLLEGE,"37,817",2014
1061,CALDERDALE COLLEGE,"222,685",2014
1062,CAMBRIDGE REGIONAL COLLEGE,"20,616",2014
1063,CANTERBURY COLLEGE,"212,835",2014
1064,CARLISLE COLLEGE,"95,653",2014
1065,CARSHALTON COLLEGE,"89,330",2014
1066,CENTRAL BEDFORDSHIRE COLLEGE,"53,741",2014
1067,CENTRAL COLLEGE NOTTINGHAM,"317,882",2014
1068,CENTRAL SUSSEX COLLEGE,"225,323",2014
1069,CHESTERFIELD COLLEGE,"406,294",2014
1070,CHICHESTER COLLEGE,"264,012",2014
1071,CIRENCESTER COLLEGE,"43,789",2014
1072,CITY COLLEGE BRIGHTON AND HOVE,"184,123",2014
1073,CITY COLLEGE COVENTRY,"35,581",2014
1074,CITY COLLEGE NORWICH,"556,458",2014
1075,CITY COLLEGE PLYMOUTH,"141,930",2014
1076,CITY OF BRISTOL COLLEGE,"592,653",2014
1077,THE CITY OF LIVERPOOL COLLEGE,"310,538",2014
1078,CITY OF WESTMINSTER COLLEGE,"375,231",2014
1079,CITY OF WOLVERHAMPTON COLLEGE,"92,835",2014
1080,CLEVELAND COLLEGE OF ART AND DESIGN,"513,956",2014
1081,COLCHESTER INSTITUTE,"239,921",2014
1082,CORNWALL COLLEGE,"651,705",2014
1083,CRAVEN COLLEGE,"282,829",2014
1084,CROYDON COLLEGE,"280,518",2014
1085,DEARNE VALLEY COLLEGE,"178,613",2014
1086,DERBY COLLEGE,"262,671",2014
1087,DONCASTER COLLEGE,"604,347",2014
1088,DUDLEY COLLEGE,"256,884",2014
1089,"EALING, HAMMERSMITH & WEST LONDON COLLEGE","83,098",2014
1090,EAST BERKSHIRE COLLEGE,"94,068",2014
1091,EAST RIDING COLLEGE,"163,085",2014
1092,EAST SURREY COLLEGE,"44,824",2014
1093,EASTLEIGH COLLEGE,"57,773",2014
1094,EXETER COLLEGE,"231,968",2014
1095,FAREHAM COLLEGE,"104,658",2014
1096,FARNBOROUGH COLLEGE OF TECHNOLOGY,"471,999",2014
1097,FURNESS COLLEGE,"119,220",2014
1098,GATESHEAD COLLEGE,"369,381",2014
1099,GLOUCESTERSHIRE COLLEGE,"394,534",2014
1100,GRANTHAM COLLEGE,"38,094",2014
1101,GRIMSBY INSTITUTE OF FURTHER AND HIGHER EDUCATION,"1,532,115",2014
1102,GUILDFORD COLLEGE,"573,944",2014
1103,HADLOW COLLEGE,"72,582",2014
1104,HALESOWEN COLLEGE,"88,830",2014
1105,"THE COLLEGE OF HARINGEY, ENFIELD AND NORTH-EAST LONDON","87,855",2014
1106,HARROW COLLEGE,"69,760",2014
1107,HARTPURY COLLEGE,"952,135",2014
1108,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,"845,213",2014
1109,HEART OF WORCESTERSHIRE COLLEGE,"1,309,077",2014
1110,HENLEY COLLEGE COVENTRY,"198,272",2014
1111,HEREFORD COLLEGE OF ARTS,"184,601",2014
1112,HEREFORDSHIRE AND LUDLOW COLLEGE,"18,427",2014
1113,HERTFORD REGIONAL COLLEGE,"8,558",2014
1114,HIGHBURY COLLEGE PORTSMOUTH,"222,004",2014
1115,HOLY CROSS COLLEGE,"91,530",2014
1116,HOPWOOD HALL COLLEGE,"112,540",2014
1117,HUGH BAIRD COLLEGE,"65,397",2014
1118,HULL COLLEGE,"1,219,900",2014
1119,HUNTINGDONSHIRE REGIONAL COLLEGE,"35,910",2014
1120,KENDAL COLLEGE,"50,588",2014
1121,KENSINGTON AND CHELSEA COLLEGE,"47,231",2014
1122,KING EDWARD VI COLLEGE NUNEATON,"8,339",2014
1123,KING EDWARD VI COLLEGE STOURBRIDGE,"18,917",2014
1124,KINGSTON COLLEGE,"322,808",2014
1125,KINGSTON MAURWARD COLLEGE,"116,352",2014
1126,KIRKLEES COLLEGE,"380,196",2014
1127,KNOWSLEY COMMUNITY COLLEGE,"115,168",2014
1128,LAKES COLLEGE WEST CUMBRIA,"465,871",2014
1129,LANCASTER AND MORECAMBE COLLEGE,"115,595",2014
1130,LEEDS CITY COLLEGE,"1,241,922",2014
1131,LEEDS COLLEGE OF BUILDING,"198,221",2014
1132,LEICESTER COLLEGE,"468,838",2014
1133,LEWISHAM SOUTHWARK COLLEGE,"179,062",2014
1134,LINCOLN COLLEGE,"355,745",2014
1135,LOUGHBOROUGH COLLEGE,"661,946",2014
1136,MACCLESFIELD COLLEGE,"915,436",2014
1137,THE MANCHESTER COLLEGE,"1,132,158",2014
1138,MID-KENT COLLEGE,"491,394",2014
1139,MILTON KEYNES COLLEGE,"95,768",2014
1140,MOULTON COLLEGE,"626,685",2014
1141,MYERSCOUGH COLLEGE,"149,975",2014
1142,NCG,"2,516,383",2014
1143,NEW COLLEGE DURHAM,"812,795",2014
1144,NEW COLLEGE NOTTINGHAM (NCN),"670,565",2014
1145,NEW COLLEGE STAMFORD,"173,762",2014
1146,NEW COLLEGE SWINDON,"102,207",2014
1147,NEW COLLEGE TELFORD,"14,473",2014
1148,NEWBURY COLLEGE,"163,488",2014
1149,NEWHAM COLLEGE OF FURTHER EDUCATION,"314,164",2014
1150,NORTH EAST SURREY COLLEGE OF TECHNOLOGY (NESCOT),"479,294",2014
1151,NORTH HERTFORDSHIRE COLLEGE,"40,417",2014
1152,NORTH KENT COLLEGE,"118,738",2014
1153,NORTH LINDSEY COLLEGE,"909,177",2014
1154,NORTH WARWICKSHIRE AND SOUTH LEICESTERSHIRE COLLEGE,"384,702",2014
1155,THE COLLEGE OF NORTH WEST LONDON,"157,584",2014
1156,NORTHBROOK COLLEGE SUSSEX,"903,513",2014
1157,NORTHUMBERLAND COLLEGE,"252,075",2014
1158,OAKLANDS COLLEGE,"76,078",2014
1159,THE OLDHAM COLLEGE,"247,528",2014
1160,PETER SYMONDS COLLEGE,"65,846",2014
1161,PETERBOROUGH REGIONAL COLLEGE,"86,352",2014
1162,PETROC,"23,889",2014
1163,PLUMPTON COLLEGE,"21,841",2014
1164,PRESTON COLLEGE,"53,440",2014
1165,REASEHEATH COLLEGE,"388,244",2014
1166,REDBRIDGE COLLEGE,"24,627",2014
1167,RICHARD HUISH COLLEGE,"29,652",2014
1168,RICHMOND ADULT COMMUNITY COLLEGE (RACC),"100,342",2014
1169,RICHMOND UPON THAMES COLLEGE,"85,423",2014
1170,RIVERSIDE COLLEGE,"234,348",2014
1171,RNN GROUP,"421,916",2014
1172,RUNSHAW COLLEGE,"166,870",2014
1173,RUSKIN COLLEGE,"157,385",2014
1174,SALFORD CITY COLLEGE,"18,839",2014
1175,SANDWELL COLLEGE,"21,477",2014
1176,SEEVIC COLLEGE,"17,907",2014
1177,SELBY COLLEGE,"116,613",2014
1178,THE SHEFFIELD COLLEGE,"383,342",2014
1179,SOLIHULL COLLEGE,"521,619",2014
1180,SOUTH & CITY COLLEGE BIRMINGHAM,"281,345",2014
1181,SOUTH DEVON COLLEGE,"137,610",2014
1182,SOUTH DOWNS COLLEGE,"171,101",2014
1183,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"188,658",2014
1184,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"143,953",2014
1185,SOUTH THAMES COLLEGE,"105,798",2014
1186,SOUTH TYNESIDE COLLEGE,"602,477",2014
1187,SOUTHAMPTON CITY COLLEGE,"60,105",2014
1188,SOUTHPORT COLLEGE,"90,614",2014
1189,SPARSHOLT COLLEGE,"612,195",2014
1190,ST HELENS COLLEGE,"857,344",2014
1191,ST MARY'S COLLEGE,488,2014
1192,STEPHENSON COLLEGE,"162,287",2014
1193,STOCKPORT COLLEGE,"339,618",2014
1194,STRATFORD-UPON-AVON COLLEGE,"23,665",2014
1195,STRODE COLLEGE,"66,715",2014
1196,SUNDERLAND COLLEGE,"345,790",2014
1197,SUSSEX COAST COLLEGE HASTINGS,"85,049",2014
1198,SUSSEX DOWNS COLLEGE,"139,406",2014
1199,SWINDON COLLEGE,"180,784",2014
1200,TAMESIDE COLLEGE,"173,736",2014
1201,TELFORD COLLEGE OF ARTS & TECHNOLOGY,"64,633",2014
1202,TOWER HAMLETS COLLEGE,"11,837",2014
1203,TRAFFORD COLLEGE,"237,842",2014
1204,TRESHAM COLLEGE OF FURTHER AND HIGHER EDUCATION,"53,856",2014
1205,TRURO AND PENWITH COLLEGE,"98,624",2014
1206,TYNE METROPOLITAN COLLEGE,"382,542",2014
1207,UXBRIDGE COLLEGE,"241,136",2014
1208,WAKEFIELD COLLEGE,"394,242",2014
1209,WALSALL COLLEGE,"134,034",2014
1210,WALTHAM FOREST COLLEGE,"134,351",2014
1211,WARRINGTON COLLEGIATE,"69,384",2014
1212,WARWICKSHIRE COLLEGE,"1,281,813",2014
1213,WEST CHESHIRE COLLEGE,"93,520",2014
1214,WEST HERTS COLLEGE,"20,558",2014
1215,WEST KENT AND ASHFORD COLLEGE,"137,209",2014
1216,WEST NOTTINGHAMSHIRE COLLEGE,"478,336",2014
1217,WEST THAMES COLLEGE,"243,595",2014
1218,WESTON COLLEGE OF FURTHER AND HIGHER EDUCATION,"60,872",2014
1219,WEYMOUTH COLLEGE,"79,616",2014
1220,WIGAN AND LEIGH COLLEGE,"698,133",2014
1221,WILTSHIRE COLLEGE,"429,823",2014
1222,WIRRAL METROPOLITAN COLLEGE,"374,012",2014
1223,WKCIC GROUP,"277,642",2014
1224,YEOVIL COLLEGE,"265,985",2014
1225,YORK COLLEGE,"403,732",2014
1226,OVERALL TOTAL,"3,237,682,377",2014
1227,HIGHER EDUCATION INSTITUTION TOTAL,"3,176,221,573",2014
1228,FURTHER EDUCATION AND SIXTH FORM COLLEGE TOTAL,"61,460,804",2014
1229,ANGLIA RUSKIN UNIVERSITY,"16,124,093",2015
1230,THE ARTS UNIVERSITY BOURNEMOUTH,"1,658,109",2015
1231,"UNIVERSITY OF THE ARTS, LONDON","21,881,046",2015
1232,ASTON UNIVERSITY,"13,919,551",2015
1233,THE UNIVERSITY OF BATH,"27,707,765",2015
1234,BATH SPA UNIVERSITY,"4,053,453",2015
1235,UNIVERSITY OF BEDFORDSHIRE,"9,169,542",2015
1236,BIRKBECK COLLEGE,"18,278,007",2015
1237,THE UNIVERSITY OF BIRMINGHAM,"72,078,755",2015
1238,UNIVERSITY COLLEGE BIRMINGHAM,"3,358,018",2015
1239,BIRMINGHAM CITY UNIVERSITY,"15,068,844",2015
1240,BISHOP GROSSETESTE UNIVERSITY,"742,450",2015
1241,THE UNIVERSITY OF BOLTON,"4,457,027",2015
1242,BOURNEMOUTH UNIVERSITY,"10,757,587",2015
1243,THE UNIVERSITY OF BRADFORD,"13,728,829",2015
1244,UNIVERSITY OF BRIGHTON,"17,552,831",2015
1245,UNIVERSITY OF BRISTOL,"79,321,229",2015
1246,BRUNEL UNIVERSITY LONDON,"21,522,382",2015
1247,BUCKINGHAMSHIRE NEW UNIVERSITY,"4,450,700",2015
1248,UNIVERSITY OF CAMBRIDGE,"144,284,606",2015
1249,CANTERBURY CHRIST CHURCH UNIVERSITY,"7,700,061",2015
1250,UNIVERSITY OF CENTRAL LANCASHIRE,"21,954,570",2015
1251,UNIVERSITY OF CHESTER,"7,852,470",2015
1252,THE UNIVERSITY OF CHICHESTER,"3,059,751",2015
1253,THE CITY UNIVERSITY,"19,988,757",2015
1254,THE CONSERVATOIRE FOR DANCE AND DRAMA,"6,950,571",2015
1255,COURTAULD INSTITUTE OF ART,"2,141,859",2015
1256,COVENTRY UNIVERSITY,"19,604,366",2015
1257,CRANFIELD UNIVERSITY,"20,877,316",2015
1258,UNIVERSITY FOR THE CREATIVE ARTS,"3,341,271",2015
1259,UNIVERSITY OF CUMBRIA,"3,440,515",2015
1260,DE MONTFORT UNIVERSITY,"15,352,605",2015
1261,UNIVERSITY OF DERBY,"11,284,232",2015
1262,UNIVERSITY OF DURHAM,"34,814,004",2015
1263,THE UNIVERSITY OF EAST ANGLIA,"28,972,068",2015
1264,UNIVERSITY OF EAST LONDON,"15,003,350",2015
1265,EDGE HILL UNIVERSITY,"6,094,439",2015
1266,THE UNIVERSITY OF ESSEX,"16,074,896",2015
1267,UNIVERSITY OF EXETER,"36,920,148",2015
1268,FALMOUTH UNIVERSITY,"4,201,625",2015
1269,UNIVERSITY OF GLOUCESTERSHIRE,"4,216,297",2015
1270,GOLDSMITHS' COLLEGE,"10,496,071",2015
1271,UNIVERSITY OF GREENWICH,"17,535,138",2015
1272,GUILDHALL SCHOOL OF MUSIC & DRAMA,"1,567,484",2015
1273,HARPER ADAMS UNIVERSITY,"6,654,307",2015
1274,UNIVERSITY OF HERTFORDSHIRE,"17,166,554",2015
1275,HEYTHROP COLLEGE,"464,255",2015
1276,THE UNIVERSITY OF HUDDERSFIELD,"16,824,968",2015
1277,THE UNIVERSITY OF HULL,"20,558,663",2015
1278,IMPERIAL COLLEGE LONDON,"127,799,528",2015
1279,THE INSTITUTE OF CANCER RESEARCH,"16,625,742",2015
1280,THE UNIVERSITY OF KEELE,"16,375,048",2015
1281,THE UNIVERSITY OF KENT,"25,559,691",2015
1282,KING'S COLLEGE LONDON,"109,515,053",2015
1283,KINGSTON UNIVERSITY,"20,649,830",2015
1284,THE UNIVERSITY OF LANCASTER,"27,050,191",2015
1285,THE UNIVERSITY OF LEEDS,"75,623,339",2015
1286,LEEDS BECKETT UNIVERSITY,"13,774,205",2015
1287,LEEDS COLLEGE OF ART,"793,050",2015
1288,LEEDS TRINITY UNIVERSITY,"1,174,449",2015
1289,THE UNIVERSITY OF LEICESTER,"36,718,749",2015
1290,UNIVERSITY OF LINCOLN,"9,700,188",2015
1291,THE UNIVERSITY OF LIVERPOOL,"63,154,465",2015
1292,LIVERPOOL HOPE UNIVERSITY,"3,492,431",2015
1293,THE LIVERPOOL INSTITUTE FOR PERFORMING ARTS,"1,182,421",2015
1294,LIVERPOOL JOHN MOORES UNIVERSITY,"19,628,251",2015
1295,LIVERPOOL SCHOOL OF TROPICAL MEDICINE,"8,313,457",2015
1296,UNIVERSITY COLLEGE LONDON,"174,220,159",2015
1297,UNIVERSITY OF LONDON,"9,212,495",2015
1298,LONDON BUSINESS SCHOOL,"6,067,279",2015
1299,LONDON METROPOLITAN UNIVERSITY,"12,563,222",2015
1300,THE LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,"22,984,482",2015
1301,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,"22,344,243",2015
1302,LONDON SOUTH BANK UNIVERSITY,"13,780,898",2015
1303,LOUGHBOROUGH UNIVERSITY,"30,456,935",2015
1304,THE UNIVERSITY OF MANCHESTER,"107,888,735",2015
1305,MANCHESTER METROPOLITAN UNIVERSITY,"22,418,575",2015
1306,MIDDLESEX UNIVERSITY,"15,759,729",2015
1307,THE NATIONAL FILM AND TELEVISION SCHOOL,"698,962",2015
1308,UNIVERSITY OF NEWCASTLE UPON TYNE,"61,819,074",2015
1309,NEWMAN UNIVERSITY,"1,171,683",2015
1310,THE UNIVERSITY OF NORTHAMPTON,"7,085,078",2015
1311,UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE,"17,536,737",2015
1312,NORWICH UNIVERSITY OF THE ARTS,"1,480,082",2015
1313,THE UNIVERSITY OF NOTTINGHAM,"81,798,769",2015
1314,NOTTINGHAM TRENT UNIVERSITY,"17,967,731",2015
1315,THE OPEN UNIVERSITY,"76,464,891",2015
1316,THE SCHOOL OF ORIENTAL AND AFRICAN STUDIES,"8,772,473",2015
1317,UNIVERSITY OF OXFORD,"161,279,644",2015
1318,OXFORD BROOKES UNIVERSITY,"12,873,774",2015
1319,UNIVERSITY OF PLYMOUTH,"30,296,937",2015
1320,PLYMOUTH COLLEGE OF ART,"721,662",2015
1321,UNIVERSITY OF PORTSMOUTH,"19,767,010",2015
1322,QUEEN MARY UNIVERSITY OF LONDON,"63,103,357",2015
1323,RAVENSBOURNE,"2,735,945",2015
1324,THE UNIVERSITY OF READING,"25,189,158",2015
1325,ROEHAMPTON UNIVERSITY,"8,941,577",2015
1326,ROSE BRUFORD COLLEGE OF THEATRE AND PERFORMANCE LTD.,"1,636,551",2015
1327,THE ROYAL ACADEMY OF MUSIC,"3,310,454",2015
1328,THE ROYAL AGRICULTURAL UNIVERSITY,"2,608,053",2015
1329,THE ROYAL CENTRAL SCHOOL OF SPEECH AND DRAMA,"3,583,129",2015
1330,THE ROYAL COLLEGE OF ART,"12,643,476",2015
1331,THE ROYAL COLLEGE OF MUSIC,"3,879,004",2015
1332,"ROYAL HOLLOWAY, UNIVERSITY OF LONDON","17,996,292",2015
1333,ROYAL NORTHERN COLLEGE OF MUSIC,"4,434,469",2015
1334,THE ROYAL VETERINARY COLLEGE,"19,726,783",2015
1335,THE UNIVERSITY OF SALFORD,"17,950,563",2015
1336,THE UNIVERSITY OF SHEFFIELD,"70,378,158",2015
1337,SHEFFIELD HALLAM UNIVERSITY,"17,791,747",2015
1338,THE UNIVERSITY OF SOUTHAMPTON,"66,292,933",2015
1339,SOUTHAMPTON SOLENT UNIVERSITY,"8,675,415",2015
1340,UNIVERSITY OF ST MARK & ST JOHN,"803,570",2015
1341,"ST MARY'S UNIVERSITY, TWICKENHAM","3,495,746",2015
1342,"ST. GEORGE'S, UNIVERSITY OF LONDON","16,552,364",2015
1343,STAFFORDSHIRE UNIVERSITY,"12,409,150",2015
1344,UNIVERSITY CAMPUS SUFFOLK LTD,"2,576,913",2015
1345,UNIVERSITY OF SUNDERLAND,"8,401,945",2015
1346,THE UNIVERSITY OF SURREY,"25,512,059",2015
1347,UNIVERSITY OF SUSSEX,"23,134,123",2015
1348,TEESSIDE UNIVERSITY,"13,073,674",2015
1349,TRINITY LABAN CONSERVATOIRE OF MUSIC AND DANCE,"6,528,815",2015
1350,THE UNIVERSITY OF WARWICK,"50,269,181",2015
1351,THE UNIVERSITY OF WEST LONDON,"5,666,763",2015
1352,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","15,771,728",2015
1353,THE UNIVERSITY OF WESTMINSTER,"19,252,489",2015
1354,UNIVERSITY OF WINCHESTER,"2,646,418",2015
1355,THE UNIVERSITY OF WOLVERHAMPTON,"15,133,816",2015
1356,UNIVERSITY OF WORCESTER,"4,981,129",2015
1357,WRITTLE COLLEGE,"1,140,747",2015
1358,THE UNIVERSITY OF YORK,"34,768,741",2015
1359,YORK ST JOHN UNIVERSITY,"2,278,487",2015
1360,ABINGDON AND WITNEY COLLEGE,"34,921",2015
1361,ACCRINGTON AND ROSSENDALE COLLEGE,"240,036",2015
1362,ACTIVATE LEARNING,"125,314",2015
1363,AMERSHAM & WYCOMBE COLLEGE,"223,971",2015
1364,ASHTON SIXTH FORM COLLEGE,"16,176",2015
1365,ASKHAM BRYAN COLLEGE,"702,309",2015
1366,AYLESBURY COLLEGE,"4,992",2015
1367,BARKING AND DAGENHAM COLLEGE,"453,762",2015
1368,BARNET & SOUTHGATE COLLEGE,"173,078",2015
1369,BARNFIELD COLLEGE,"41,529",2015
1370,BARNSLEY COLLEGE,"439,387",2015
1371,BASINGSTOKE COLLEGE OF TECHNOLOGY,"125,128",2015
1372,BATH COLLEGE,"152,203",2015
1373,BEDFORD COLLEGE,"657,857",2015
1374,THE BERKSHIRE COLLEGE OF AGRICULTURE (BCA),"84,454",2015
1375,BEXHILL COLLEGE,"13,503",2015
1376,BEXLEY COLLEGE,"74,272",2015
1377,BIRMINGHAM METROPOLITAN COLLEGE,"542,225",2015
1378,BISHOP AUCKLAND COLLEGE,"57,893",2015
